11/20/2012 19:31:01,2.7.x,1.6.x,0.9.x,Linux package manager OR pip for updated libraries,Observational astronomy
11/20/2012 20:09:46,2.7.x,1.6.x,0.9.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),astrophysics
11/20/2012 20:56:39,2.7.x,1.6.x,0.10.x,Linux Package Manager,Astronomy
11/20/2012 22:05:12,2.7.x,1.5.x,0.10.x,MacPorts,astronomy
11/21/2012 0:49:37,2.7.x,1.6.x,0.10.x,Installed from Source,Astronomy
11/21/2012 2:20:28,2.7.x,1.6.x,0.8.x,Linux Package Manager,Astrophysics
11/21/2012 9:34:32,2.7.x,1.6.x,None,part of CASA (see casa.nrao.edu ),Astronomy
11/21/2012 10:31:36,2.7.x,1.6.x,0.10.x,stsci_python,Astronomy
11/21/2012 11:16:56,2.6.x,1.6.x,0.8.x,systems manager did it for me,astronomy
11/21/2012 12:03:39,2.7.x,1.6.x,0.9.x,Don't know,astronomy
11/21/2012 12:08:14,2.7.x,1.6.x,0.10.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),astronomy
11/21/2012 12:44:07,2.7.x,1.6.x,0.10.x,"Network install by admins; bundled as part of something called ""csoft"" or ""epd""... not sure which.",Astronomy/Astrochemistry
11/21/2012 14:25:07,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,astronomy
11/21/2012 17:17:12,2.7.x,1.5.x,0.7.x,Jane Rigby's wonderful MacOSX package,stellar astronomy
11/21/2012 19:08:10,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/21/2012 20:25:22,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astrophysics
11/21/2012 20:35:15,2.7.x,1.6.x,0.9.x,Ubuntu Synaptic Package Manager,Astronomy
11/21/2012 20:45:57,2.7.x,1.6.x,None,yt install script,Astronomy
11/21/2012 21:57:30,2.7.x,1.5.x,0.8.x,IT Dept. (not my choice),Astronomy
11/21/2012 22:29:11,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,planetary astronomy
11/21/2012 23:48:52,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astrophysics
11/21/2012 23:57:38,2.7.x,1.5.x,0.9.x,Enthought Python Distribution,Astronomy
11/22/2012 3:55:45,2.6.x,1.3.0,0.7.x,my admin did it,astrophysics
11/22/2012 4:01:01,2.4.3,1.2.1,0.6.0,admin did it,astrophysics
11/22/2012 7:08:51,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astrophysics
11/22/2012 10:14:37,2.7.x,1.6.x,0.10.x,Linux Package Manager,astrophysics
11/22/2012 11:01:19,2.6.x,1.6.x,0.10.x,Installed from Source,Astronomy
11/22/2012 11:47:53,2.5 & 2.6 & 2.7,1.3.0,0.7.x,Linux Package Manager,Astronomy
11/22/2012 12:26:32,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astronomy & Astrophysics
11/22/2012 13:51:15,2.7.x,1.5.x,None,,Astrophysics
11/22/2012 14:03:06,2.7.x,1.6.x,0.10.x,fink,Astrophysics
11/22/2012 15:18:40,2.7.x,1.6.x,0.8.x,Installed department-wide by network admin,Astrophysics
